C.D.S.  -  SIMBAD4 rel 1.5  -  2016.03.12CET12:33:24

Vmag < 5 & dec > -40
--------------------

Number of objects : 1443

 #  	       identifier        	typ	 coord1 (ICRS,J2000/2000)  	Mag U 	Mag B 	Mag V 	Mag R 	Mag I 	      spec. type      
----	-------------------------	---	---------------------------	------	------	------	------	------	----------------------
1302	* bet Ser                	*  	236.54689311 +15.42183219  	 3.81 	 3.73 	 3.67 	 3.61 	 3.58 	A3V                   
1303	* rho Dra                	*  	300.70446952 +67.87356373  	 7.31 	 5.81 	 4.50 	 3.57 	 2.92 	K3III                 
1304	* nu. Ser                	*  	260.20692289 -12.84687591  	     ~	 4.380	 4.336	     ~	     ~	A0/1V                 
1305	HD 164669                	*  	270.37670051 +21.59578012  	     ~	 5.08 	 4.96 	     ~	     ~	A5IIIn                
1306	* d UMa                  	RS*	143.62024995 +69.83034200  	 5.67 	 5.34 	 4.57 	 3.91 	 3.50 	G9VFe-0.7             
1307	* chi Oph                	Be*	246.75597912 -18.45624827  	 3.95 	 4.71 	 4.43 	 3.97 	 3.73 	B2Vne                 
1308	* d01 Pup                	*iC	114.86390974 -38.30802182  	 3.99 	 4.65 	 4.84 	 4.92 	 5.08 	B3V                   
1309	* mu. Ori                	SB*	090.59581950 +09.64727279  	 4.40 	 4.29 	 4.130	 3.94 	 3.86 	A1Vm+F2V              
1310	M 41                     	OpC	101.5042 -20.7567          	     ~	 4.89 	 4.5  	     ~	     ~	~                     
1311	NGC 884                  	OpC	035.5958 +57.1250          	     ~	 4.4  	 3.8  	     ~	     ~	~                     
1312	* 69 Vir                 	V* 	201.86318435 -15.97358060  	     ~	 5.853	 4.758	     ~	     ~	K1IIICNII             
1313	* 17 Per                 	V* 	042.87849045 +35.05973924  	 8.02 	 6.10 	 4.53 	 3.32 	 2.37 	K5III                 
1314	* iot Peg                	SB*	331.75277487 +25.34511244  	 4.190	 4.200	 3.770	 3.36 	 3.11 	F5V                   
1315	HR 2527                  	*  	105.01681505 +76.97740607  	     ~	 5.950	 4.551	     ~	     ~	K4III                 
1316	* e Ori                  	*  	080.98678198 -07.80806478  	 5.78 	 5.08 	 4.12 	 3.40 	 2.90 	K0III                 
1317	* p Cen                  	*  	192.67152370 -33.99930223  	     ~	 4.876	 4.907	     ~	     ~	B9V                   
1318	* 20 Oph                 	*  	252.45840017 -10.78299375  	     ~	 5.090	 4.646	     ~	     ~	F7V                   
1319	* sig Boo                	V* 	218.67007081 +29.74512750  	 4.76 	 4.84 	 4.47 	 4.13 	 3.94 	F4VkF2mF1             
1320	* pi. Leo                	V* 	150.05335788 +08.04422311  	 8.22 	 6.30 	 4.70 	 3.27 	 2.19 	M2III                 
1321	* pi. Cep A              	SB*	346.974388 +75.387506      	     ~	 5.57 	 4.61 	     ~	     ~	G3III                 
1322	* tau Boo A              	*  	206.815596 +17.456894      	     ~	 5.06 	 4.54 	     ~	     ~	F6IV                  
1323	* mu. Oph                	*  	264.46130452 -08.11877079  	 4.53 	 4.73 	 4.62 	 4.44 	 4.33 	B8II-IIImnp...        
1324	* gam Mon                	*  	093.71389027 -06.27477445  	 6.69 	 5.27 	 3.96 	 2.99 	 2.36 	K1III                 
1325	IDS 05162-2120           	** 	080.11216222 -21.23976432  	     ~	 4.684	 4.729	     ~	     ~	A0V                   
1326	* 27 Hya                 	*  	140.12091069 -09.55569595  	     ~	 5.735	 4.818	     ~	     ~	K0III                 
1327	* lam Ari                	*  	029.48215194 +23.59606375  	     ~	 5.047	 4.776	     ~	     ~	F0V                   
1328	* phi Aqr                	*  	348.58065778 -06.04899994  	 7.64 	 5.77 	 4.22 	 2.94 	 1.86 	M1III                 
1329	* zet Dra                	** 	257.19664984 +65.71468427  	 2.63 	 3.06 	 3.17 	 3.23 	 3.35 	B6III                 
1330	* pi. Hya                	*  	211.59290619 -26.68236178  	 5.45 	 4.41 	 3.28 	 2.40 	 1.85 	K1III-IV              
1331	* ksi UMa                	RS*	169.545550 +31.529289      	 4.42 	 4.38 	 3.79 	     ~	     ~	F8.5:V+G2V            
1332	* ome02 Aqr              	*  	355.68060303 -14.54490342  	     ~	 4.451	 4.483	     ~	     ~	B9V                   
1333	V* U Hya                 	sr*	159.38863731 -13.38454248  	13.29 	 7.51 	 4.82 	 3.05 	 1.78 	C                     
1334	* psi UMa                	*  	167.41586949 +44.49848668  	 5.27 	 4.15 	 3.01 	 2.18 	 1.61 	K1III                 
1335	* ome Aur                	** 	074.81420727 +37.89024489  	     ~	 5.008	 4.989	     ~	     ~	A1V                   
1336	* eta CMa                	s*b	111.02375950 -29.30310551  	 1.65 	 2.37 	 2.45 	 2.38 	 2.44 	B5Ia                  
1337	* alf Psc A              	*  	030.511767 +02.763731      	     ~	 4.06 	 4.11 	     ~	     ~	kA0hA7Sr              
1338	* del Lib                	Al*	225.24312556 -08.51894620  	 4.82 	 4.93 	 4.93 	 4.85 	 4.84 	A0V                   
1339	* pi.01 Boo              	*i*	220.18153260 +16.41832478  	 4.18 	 4.50 	 4.54 	 4.47 	 4.49 	B9p+...               
1340	* del Tau                	SB*	065.73371889 +17.54251353  	 5.56 	 4.74 	 3.76 	 5.56 	     ~	K0III                 
1341	* 31 Boo                 	V* 	220.41145922 +08.16176435  	     ~	 5.859	 4.865	     ~	     ~	G7III                 
1342	* del Sgr                	PM*	275.24851476 -29.82810164  	     ~	 4.069	 2.668	     ~	     ~	K2.5IIIa_CN0.5        
1343	* zet Ser                	*  	270.12088072 -03.69026904  	     ~	 4.990	 4.633	 4.6  	     ~	F2V                   
1344	* alf Ser                	V* 	236.06697631 +06.42562868  	 5.080	 3.800	 2.630	 1.82 	 1.25 	K2IIIb                
1345	* del Tri                	SB*	034.26345899 +34.22422944  	 5.50 	 5.48 	 4.87 	 4.5  	 4.2  	G0V                   
1346	* tet Cen                	PM*	211.67061468 -36.36995474  	 3.94 	 3.04 	 2.05 	 1.29 	 0.76 	K0III                 
1347	* gam01 Leo              	PM*	154.993446 +19.841258      	 4.13 	 3.13 	 1.98 	 1.13 	 0.51 	K1-III                
1348	* bet Hya                	a2*	178.22717287 -33.90812978  	 3.85 	 4.18 	 4.28 	 4.27 	 4.35 	ApSi                  
1349	* iot Aqr                	SB*	331.60928092 -13.86968374  	 3.91 	 4.20 	 4.27 	 4.32 	 4.41 	B8V                   
1350	* omi Sco                	V* 	245.15908616 -24.16931920  	 5.99 	 5.40 	 4.57 	 3.69 	 2.93 	A4II/III              
1351	* iot UMa                	** 	134.80189007 +48.04182614  	 3.40 	 3.33 	 3.14 	 2.92 	 2.85 	A7V(n)+M1V            
1352	* kap Cyg                	V* 	289.27570272 +53.36845927  	 5.47 	 4.73 	 3.76 	 3.13 	 2.66 	G9III                 
1353	* zet Oph                	Be*	249.28974606 -10.56709152  	 1.73 	 2.58 	 2.56 	 2.46 	 2.50 	O9.2IV                
1354	* 54 Per                 	*  	065.10265956 +34.56672528  	     ~	 5.869	 4.933	     ~	     ~	G8III                 
1355	* eps01 Lyr A            	*  	281.084771 +39.670125      	     ~	 5.111	 4.991	     ~	     ~	A3V                   
1356	* gam Cae                	** 	076.10167575 -35.48297670  	 6.94 	 5.75 	 4.55 	 3.64 	 2.99 	K2.5IIIb+G8IV         
1357	* alf UMa A              	*  	165.931954 +61.751033      	     ~	 3.33 	 2.00 	     ~	     ~	G9III                 
1358	* alf Gem                	** 	113.64947164 +31.88828222  	 1.63 	 1.62 	 1.58 	 1.51 	 1.52 	A1V+A2Vm              
1359	* iot Cas                	a2*	037.26644916 +67.40247693  	     ~	 4.66 	 4.53 	     ~	     ~	A3pSr+F5V+G4V         
1360	* eta Ori                	Al*	081.11923634 -02.39714754  	 2.25 	 3.18 	 3.35 	 3.44 	 3.65 	B1V+B2:               
1361	* i Lup                  	*  	228.65549970 -31.51912602  	     ~	 5.261	 4.924	     ~	     ~	F3III                 
1362	* 70 Oph A               	PM*	271.364046 +02.499811      	     ~	 4.970	 4.123	 3.6  	 3.2  	K0-V                  
1363	* tau05 Eri              	SB*	053.44698387 -21.63288417  	     ~	 4.16 	 4.30 	     ~	     ~	B9V                   
1364	* tau04 Eri              	LP*	049.87917599 -21.75786249  	 7.13 	 5.32 	 3.70 	 2.12 	 0.66 	M3/4III               
1365	* omi01 Cyg              	Al*	303.40794392 +46.74132799  	 5.50 	 5.08 	 3.80 	 2.83 	 2.07 	K2II+...              
1366	* zet Cep                	EB*	332.71365381 +58.20126267  	 6.62 	 4.90 	 3.35 	 2.27 	 1.49 	K1.5Iab:              
1367	* ome Dra                	SB*	264.23789178 +68.75797115  	     ~	 5.23 	 4.80 	 4.5  	 4.3  	F4V                   
1368	* bet CrA                	*  	287.50731584 -39.34079566  	     ~	 5.315	 4.117	     ~	     ~	K0II/IIICNIb          
1369	* eta Oph A              	PM*	257.594388 -15.725158      	     ~	 2.564	 2.463	     ~	     ~	A2(V)                 
1370	* bet Crt                	SB*	167.91453265 -22.82584981  	     ~	 4.493	 4.461	     ~	     ~	A1V                   
1371	* tet01 Sgr              	SB*	299.93407640 -35.27630692  	 3.55 	 4.22 	 4.37 	     ~	     ~	B3IV                  
1372	* iot Lib                	SB*	228.05537606 -19.79171090  	 4.08 	 4.46 	 4.54 	 4.58 	 4.67 	B9IVpSi               
1373	* del Lep                	PM*	087.83040053 -20.87908977  	 5.54 	 4.83 	 3.85 	 2.99 	 2.43 	K1IVFe-0.5            
1374	* 9 Aur A                	*  	076.669292 +51.597728      	     ~	 5.292	 4.975	     ~	     ~	~                     
1375	* mu.01 Cyg              	PM*	326.035788 +28.742606      	 5.01 	 5.00 	 4.51 	 4.13 	 3.85 	F7V                   
1376	* del CMa                	V* 	107.09785021 -26.39319957  	 3.06 	 2.52 	 1.84 	 1.33 	 1.00 	F8Ia                  
1377	TYC 5855-2292-1          	*  	026.021158 -15.939506      	     ~	 4.21 	 3.49 	     ~	     ~	~                     
1378	* eta Crv                	V* 	188.01761054 -16.19600458  	     ~	 4.69 	 4.31 	     ~	     ~	F2V                   
1379	* zet Aql                	** 	286.35253340 +13.86347728  	 2.99 	 3.00 	 2.99 	 2.98 	 2.98 	A0IV-Vnn              
1380	* alf Tri                	SB*	028.27044623 +29.57882780  	 3.96 	 3.90 	 3.42 	 3.00 	 2.72 	F5III                 
1381	HR 500                   	V* 	025.68129625 -03.69020148  	     ~	 6.401	 4.996	     ~	     ~	K2/3IIICNII           
1382	* eta Cep                	PM*	311.32239814 +61.83878242  	 4.960	 4.320	 3.410	 2.76 	 2.27 	K0IV                  
1383	* 70 Vir                 	PM*	202.10753586 +13.77878851  	 5.930	 5.680	 4.970	 4.37 	 3.98 	G4V                   
1384	* omi02 CMa              	Pu*	105.75613381 -23.83329231  	 2.14 	 2.94 	 3.02 	 3.01 	 3.10 	B3Ia                  
1385	* alf Pyx                	V* 	130.89807315 -33.18638605  	 2.65 	 3.50 	 3.68 	 3.76 	 3.93 	B1.5III               
1386	NOVA Com 1877            	No*	211.7683 +20.7458          	     ~	 4.5  	 4.5  	     ~	     ~	~                     
1387	* tet Dra                	SB*	240.47227648 +58.56525157  	 4.630	 4.520	 4.000	 3.56 	 3.31 	F9V                   
1388	* tet Lep                	*  	091.53884747 -14.93525522  	     ~	 4.714	 4.669	     ~	     ~	A0V                   
1389	* alf Dra                	SB*	211.09729148 +64.37585053  	 3.520	 3.640	 3.680	     ~	     ~	A0III                 
1390	* alf Peg                	V* 	346.19022269 +15.20526715  	 2.38 	 2.44 	 2.48 	 2.47 	 2.50 	B9III                 
1391	* 11 Ori                 	a2*	076.14228818 +15.40410474  	     ~	 4.613	 4.663	     ~	     ~	A0sp...               
1392	* gam CrA                	** 	286.60462559 -37.06344170  	     ~	 4.72 	 4.20 	     ~	     ~	F8V+F8V               
1393	* zet Aur                	Al*	075.61953078 +41.07583888  	 5.35 	 4.97 	 3.75 	 2.62 	 1.75 	K5II+B7V              
1394	* lam Hya                	SB*	152.64698611 -12.35408162  	 5.53 	 4.61 	 3.61 	 2.84 	 2.36 	K0IIICN+1             
1395	* 24 Cap                 	*  	316.78194719 -25.00585528  	 8.04 	 6.11 	 4.50 	 3.22 	 2.24 	K5/M0III              
1396	* tet Cap                	*  	316.48678263 -17.23286169  	 4.07 	 4.06 	 4.07 	 4.06 	 4.08 	A1V                   
1397	UCAC3 147-122477         	*  	156.522608 -16.836292      	     ~	 5.299	 3.809	 5.34 	     ~	~                     
1398	* 33 Cyg                 	V* 	303.34944422 +56.56772220  	     ~	 4.397	 4.282	     ~	     ~	A3IV-Vn               
1399	* del Sco                	SB*	240.08335535 -22.62170643  	 1.30 	 2.20 	 2.32 	 2.36 	 2.49 	B0.3IV                
1400	* alf Sco                	** 	247.35191542 -26.43200261  	 4.08 	 2.75 	 0.91 	-0.64 	-1.87 	M0.5Iab+B3V:          
1401	* 54 Leo A               	*  	163.903337 +24.749722      	     ~	 4.51 	 4.50 	     ~	     ~	A1V                   
1402	* bet Ari                	SB*	028.66004579 +20.80803147  	 2.88 	 2.78 	 2.65 	 2.51 	 2.43 	kA4hA5mA5Va           
1403	* bet Sct                	SB*	281.79363542 -04.74786864  	 6.15 	 5.31 	 4.22 	 3.43 	 2.86 	G0Ib/II               
1404	* eps Crt                	*  	171.15245913 -10.85932196  	     ~	 6.398	 4.823	     ~	     ~	K5III                 
1405	* nu. Cyg                	** 	314.29341278 +41.16713864  	 3.96 	 3.96 	 3.94 	 3.89 	 3.89 	A1Vne                 
1406	* gam Crt                	** 	171.22051508 -17.68400833  	     ~	 4.29 	 4.08 	 6.12 	     ~	A7V(n)                
1407	* psi Cap                	*  	311.52388594 -25.27089755  	     ~	 4.545	 4.152	     ~	     ~	F5V                   
1408	* ksi Boo                	BY*	222.84741637 +19.10047205  	 5.618	 5.370	 4.593	 3.91 	 3.48 	G7Ve+K5Ve             
1409	* lam Aqr                	LP*	343.15364336 -07.57959838  	 7.20 	 5.44 	 3.79 	 2.37 	 1.18 	M1/2III               
1410	* c Vir                  	PM*	185.08742223 +03.31257233  	 7.27 	 6.12 	 4.96 	 4.07 	 3.46 	K1III                 
1411	* mu. Cyg                	** 	326.03574137 +28.74263143  	     ~	 4.97 	 4.50 	 5.99 	     ~	F6V+F3V               
1412	* 9 Lac                  	PM*	339.34340527 +51.54512176  	 4.98 	 4.87 	 4.63 	 4.41 	 4.27 	A9VkA7mA6             
1413	* pi. Per                	PM*	044.69029106 +39.66272613  	 4.88 	 4.76 	 4.70 	 4.60 	 4.56 	A2Vn                  
1414	* 39 Eri                 	** 	063.59870424 -10.25628008  	 7.18 	 6.04 	 4.86 	 4.01 	 3.44 	K2III                 
1415	* ome For                	** 	038.46126522 -28.23234453  	 4.7  	 4.906	 4.957	     ~	     ~	B9V                   
1416	* q Tau                  	*  	056.30206575 +24.46728048  	 3.73 	 4.19 	 4.30 	 4.30 	 4.40 	B6IV                  
1417	* rho Vir                	dS*	190.47106907 +10.23562633  	 5.00 	 4.97 	 4.88 	 4.80 	 4.78 	A3Va                  
1418	* psi01 Aqr              	*  	348.97289510 -09.08773739  	 6.37 	 5.36 	 4.25 	 3.46 	 2.90 	K0/1III               
1419	HD 85859                 	PM*	148.55132917 -25.93234477  	     ~	 6.11 	 4.88 	     ~	     ~	K2III                 
1420	* ome02 Tau              	*  	064.31525645 +20.57859279  	     ~	 5.174	 4.925	     ~	     ~	A3m                   
1421	* 23 Vul                 	** 	303.94222837 +27.81424409  	 6.89 	 5.78 	 4.52 	 3.56 	 2.85 	K3III                 
1422	* bet UMa                	V* 	165.46031890 +56.38242609  	 2.35 	 2.35 	 2.37 	 2.31 	 2.35 	A1IVps                
1423	* 8 Cyg                  	*  	292.94300766 +34.45296874  	 3.95 	 4.60 	 4.72 	     ~	     ~	B3IV                  
1424	* 32 Peg                 	** 	335.33058063 +28.33052852  	 4.62 	 4.81 	 4.81 	 4.72 	 4.73 	B9III                 
1425	* kap CrB                	PM*	237.80804694 +35.65737975  	 6.69 	 5.82 	 4.82 	 4.06 	 3.57 	K0III-IV              
1426	* psi02 Aur              	*  	099.83260975 +42.48887824  	 7.36 	 6.05 	 4.82 	 3.92 	 3.31 	K3III                 
1427	* tet Cep                	SB*	307.39535443 +62.99410654  	 4.58 	 4.42 	 4.22 	 4.05 	 3.96 	A7III                 
1428	* nu. Aur                	*  	087.87250169 +39.14848411  	 6.160	 5.090	 3.950	 3.15 	 2.59 	G9.5III               
1429	* 34 Per                 	** 	052.34187580 +49.50894762  	 4.01 	 4.578	 4.678	     ~	     ~	B3V                   
1430	* iot Psc                	V* 	354.98767240 +05.62629098  	 4.640	 4.620	 4.120	 3.68 	 3.37 	F7V                   
1431	* l Vir                  	V* 	202.99118774 -06.25581719  	 8.25 	 6.29 	 4.69 	 3.23 	 2.07 	M2III                 
1432	HR 2874                  	*  	112.46421661 -23.02428659  	 5.27 	 5.10 	 4.86 	 4.58 	 4.38 	A5/7Iab/II            
1433	* eps Dra A              	PM*	297.043117 +70.267925      	     ~	 4.83 	 3.91 	     ~	     ~	G8III                 
1434	* 12 Vul                 	Be*	297.76711756 +22.61004811  	 4.15 	 4.84 	 4.96 	 4.98 	 5.12 	B2.5Ve                
1435	* phi01 Lup              	*  	230.45154027 -36.26137569  	     ~	 5.140	 3.580	     ~	     ~	K5III                 
1436	Cl Collinder 69          	OpC	083.7750 +09.9333          	     ~	     ~	 2.8  	     ~	     ~	~                     
1437	* ome Hya                	*  	136.49319343 +05.09231555  	     ~	 6.234	 4.996	     ~	     ~	K2II-III              
1438	* tau Cyg                	dS*	318.69788551 +38.04531782  	 4.140	 4.120	 3.730	 3.38 	 3.14 	F2IV                  
1439	* alf02 Cap              	** 	304.51356645 -12.54485232  	 5.20 	 4.51 	 3.58 	 2.91 	 2.42 	G8.5III-IV            
1440	* tau Sco                	*  	248.97063689 -28.21601709  	 1.55 	 2.56 	 2.81 	 2.93 	 3.18 	B0.2V                 
1441	* 26 UMa                 	*  	143.70596913 +52.05147680  	     ~	 4.524	 4.479	     ~	     ~	A0Vn                  
1442	* kap Cas                	s*b	008.24996332 +62.93178261  	 3.50 	 4.30 	 4.16 	 4.02 	 3.96 	B1Ia                  
1443	* 140 Pup                	*  	115.09671384 -15.26391763  	     ~	 6.565	 4.981	     ~	     ~	K3III                 
================================================================================

